state_owner,snapshot_iteration,historical_source,update_rule,phase,edge_category,metric,mean,point_low,point_high,instances
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.00024716950667309025,0.0,0.0006287024699986669,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.00024716950667309025,0.0,0.0006287024699986669,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,mean_signed_tau_change,0.0016030662141188427,0.0,0.0037723559524036115,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,mean_absolute_tau_change,0.0016030662141188427,0.0,0.0037723559524036115,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,-0.00035642615967638406,-0.0009292868431192394,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.00035642615967638406,0.0,0.0009292868431192394,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,mean_signed_tau_change,-0.0022412060964227378,-0.005318258250082619,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0022412060964227378,0.0,0.005318258250082619,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,signed_tau_change_over_two_budget,-6.593359689510086e-09,-1.509520880308736e-08,-1.1156453864489119e-09,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,absolute_tau_change_over_two_budget,6.593359689510086e-09,1.1156453864489119e-09,1.5206353162910986e-08,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,mean_signed_tau_change,-4.001257025000655e-10,-9.122879910858085e-10,-6.871090994940863e-11,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,mean_absolute_tau_change,4.001257025000655e-10,6.871090994940863e-11,9.122879910858085e-10,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.0003888888901970772,0.0,0.001000000011634908,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.0003888888901970772,0.0,0.001000000011634908,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,mean_signed_tau_change,0.0024975037512679895,0.0,0.005831581276531021,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅历史来源路径包含的边,mean_absolute_tau_change,0.0024975037512679895,0.0,0.005831581276531021,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,-0.00038888890166032073,-0.0010000000374346843,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.00038888890166032073,0.0,0.0010000000374346843,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,mean_signed_tau_change,-0.0024975038217100384,-0.005831581460531905,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0024975038217100384,0.0,0.005831581460531905,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,两条来源路径共有边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅历史来源路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,蒸发和下界保护后,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,signed_tau_change_over_two_budget,-6.593359689510086e-09,-1.509520880308736e-08,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,absolute_tau_change_over_two_budget,6.593359689510086e-09,1.1156453864489119e-09,1.509520880308736e-08,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,mean_signed_tau_change,-4.001257025000655e-10,-9.122879910858085e-10,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,两条来源路径共有边,mean_absolute_tau_change,4.001257025000655e-10,6.871090994940863e-11,9.122879910858085e-10,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.0003888888901970772,0.0,0.001000000011634908,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.0003888888901970772,0.0,0.001000000011634908,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,mean_signed_tau_change,0.0024975037512679895,0.0,0.005831581276531021,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅历史来源路径包含的边,mean_absolute_tau_change,0.0024975037512679895,0.0,0.005831581276531021,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,-0.00038888890166032073,-0.0010000000374346843,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.00038888890166032073,0.0,0.0010000000374346843,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,mean_signed_tau_change,-0.0024975038217100384,-0.005831581460531905,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0024975038217100384,0.0,0.005831581460531904,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,source_overlap,0.9996111111111111,0.999,1.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,两条来源路径共有边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,更新前,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,signed_tau_change_over_two_budget,0.0007171466350219347,-9.922793104963971e-08,0.002151446062378556,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,absolute_tau_change_over_two_budget,0.0007277324361030257,2.599304883334103e-06,0.00216154476365184,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,mean_signed_tau_change,5.10900747637994e-05,-6.02338049146864e-09,0.00015327102233136434,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,两条来源路径共有边,mean_absolute_tau_change,5.173894086093177e-05,1.5243887901306153e-07,0.00015389226250348562,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.001082676142439899,0.0,0.003248028427319697,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.001082676142439899,0.0,0.003248028427319697,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,mean_signed_tau_change,0.0004984752817693743,0.0,0.0014954258453081229,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,mean_absolute_tau_change,0.0004984752817693743,0.0,0.0014954258453081229,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,-0.0017997664024513845,-0.005399299207354154,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.0017997664024513845,0.0,0.005399299207354154,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,mean_signed_tau_change,-0.0008286310461771429,-0.002485893138531429,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0008286310461771429,0.0,0.002485893138531429,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,沉积后,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,signed_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,absolute_tau_change_over_two_budget,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,mean_signed_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,mean_absolute_tau_change,0.0,0.0,0.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,signed_tau_change_over_two_budget,0.0007171192697055565,-1.2509910387188148e-07,0.0021514167149850054,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,absolute_tau_change_over_two_budget,0.0007229927347950363,1.543995153607222e-06,0.0021573689111987885,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,mean_signed_tau_change,5.108841328432629e-05,-7.849600580003527e-09,0.00015326894892791652,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,mean_absolute_tau_change,5.144766703523334e-05,1.0378221049904823e-07,0.0001536027105897474,8
GP 表达式自身产生的状态,500,历史全局最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,source_overlap,0.9981388888888889,0.9944166666666667,1.0,8
