state_owner,snapshot_iteration,historical_source,update_rule,phase,edge_category,instance,source_overlap,signed_tau_change_over_two_budget,absolute_tau_change_over_two_budget,mean_signed_tau_change,mean_absolute_tau_change
GP 表达式自身产生的状态,250,历史全局最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史全局最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史全局最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史全局最优路径,来源内均匀沉积,重启和可选上界处理后,其他候选弧,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,两条来源路径共有边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅历史来源路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,仅本轮最优路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,更新前,其他候选弧,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,0,0.9993333333333333,0.00010870853694246418,0.00011061604856165127,6.587407705156483e-06,6.70243142409637e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,1,1.0,-3.487311553552246e-07,1.4024802103891218e-06,-2.0709302690294054e-08,8.330742518107096e-08
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,2,1.0,-7.17588040744579e-08,3.4970522962696564e-06,-4.40412097507053e-09,2.130468686421712e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,3,0.9975555555555555,0.0007658212851780958,0.0007699047696326296,4.632052849899277e-05,4.656470886042262e-05
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,4,1.0,1.7421151580774635e-07,1.1566145906944695e-06,1.076691680484348e-08,7.156365447574191e-08
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,5,1.0,2.708360781090841e-07,2.3181937906933886e-06,1.665784253014459e-08,1.4231767919328476e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,6,1.0,-4.198415074716778e-08,1.2525996413430321e-05,-2.5944577323065855e-09,7.711433702045018e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,两条来源路径共有边,7,1.0,7.298671665458271e-08,1.1454741518847555e-05,4.4090880288018126e-09,6.92392388979594e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,0,0.9993333333333333,0.0004512242000824154,0.0004512242000824154,0.0045297881933274095,0.0045297881933274095
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,3,0.9975555555555555,0.0015261318533023067,0.0015261318533023067,0.008294741519623332,0.008294741519623332
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅历史来源路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,0,0.9993333333333333,-0.0005599665436396507,0.0005599665436396507,-0.005621440156742378,0.005621440156742378
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,3,0.9975555555555555,-0.0022914427337714215,0.0022914427337714215,-0.012308208614639524,0.012308208614639524
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,仅本轮最优路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,沉积后,其他候选弧,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,两条来源路径共有边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅历史来源路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,仅本轮最优路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,蒸发和下界保护后,其他候选弧,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,0,0.9993333333333333,0.00010870853694246418,0.00011061604856165127,6.587407705156483e-06,6.70243142409637e-06
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,1,1.0,-3.487311553552246e-07,1.4024802103891218e-06,-2.0709302690294054e-08,8.330742518107096e-08
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,2,1.0,-7.17588040744579e-08,3.4970522962696564e-06,-4.40412097507053e-09,2.130468686421712e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,3,0.9975555555555555,0.0007658212851780958,0.0007699047696326296,4.632052849899277e-05,4.656470886042262e-05
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,4,1.0,1.7421151580774635e-07,1.1566145906944695e-06,1.076691680484348e-08,7.156365447574191e-08
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,5,1.0,2.708360781090841e-07,2.3181937906933886e-06,1.665784253014459e-08,1.4231767919328476e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,6,1.0,-4.198415074716778e-08,1.2525996413430321e-05,-2.5944577323065855e-09,7.711433702045018e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,两条来源路径共有边,7,1.0,7.298671665458271e-08,1.1454741518847555e-05,4.4090880288018126e-09,6.92392388979594e-07
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,0,0.9993333333333333,0.0004512242000824154,0.0004512242000824154,0.0045297881933274095,0.0045297881933274095
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,3,0.9975555555555555,0.0015261318533023067,0.0015261318533023067,0.008294741519623332,0.008294741519623332
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅历史来源路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,0,0.9993333333333333,-0.0005599665436396507,0.0005599665436396507,-0.005621440156742378,0.005621440156742378
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,3,0.9975555555555555,-0.0022914427337714215,0.0022914427337714215,-0.012308208614639524,0.012308208614639524
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,仅本轮最优路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,GP 源内重加权,重启和可选上界处理后,其他候选弧,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,两条来源路径共有边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅历史来源路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,仅本轮最优路径包含的边,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,3,0.9975555555555555,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,4,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,5,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,6,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,更新前,其他候选弧,7,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,0,0.9993333333333333,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,1,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,2,1.0,0.0,0.0,0.0,0.0
GP 表达式自身产生的状态,250,历史重启阶段最优路径,来源内均匀沉积,沉积后,两条来源路径共有边,3,0.9975555555555555,-3.400739645430909e-08,3.400739645430909e-08,-2.0486491543429717e-09,2.0486491543429717e-09
